relativePath,category,archiveExists,currentExists,byteIdentical,archiveSha256,currentSha256,decision,action,evidence
apps/mobile/src/features/profile/__tests__/profile.components.test.tsx,mobile-source,true,true,false,ddf228ed5d9d29fbbec1da9b0a277c8cd54edcdbf56393c0d3a5ac715f682e2f,e34be747c8fcc2ec3304fd9c03d43ad18f91eed8915eeb33fe67600325bb64ff,CURRENT_ACCEPTED,"Keep the current profile component test. It supersedes the archive copy by asserting the PDF-derived Korean MY page labels, 18Lv profile summary, masked personal-data copy, accessible menu actions, and the financial raw-data guard visible to Korean users.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/profile/__tests__/profile.components.test.tsx apps/mobile/src/features/profile/__tests__/profile.components.test.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/profile/__tests__/profile.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/profile/components/ProfileDetailScreen.tsx,mobile-source,true,true,false,c809895a8364966bea682f0f82a506d9430ca046b730adad7be27744d8045b83,77da739e9e2661da2ef677fbda5f5a333db36c431333edf4ab369b940fed8e54,CURRENT_ACCEPTED,"Keep the current ProfileDetailScreen. It supersedes the archive copy with Korean profile, account, community, level, notices, settings, and support copy while preserving the server-authoritative endpoint map and privacy/ads guardrails required for MY detail screens.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/profile/components/ProfileDetailScreen.tsx apps/mobile/src/features/profile/components/ProfileDetailScreen.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/profile/__tests__/profile-detail-routes.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/profile/components/ProfileHeader.tsx,mobile-source,true,true,false,0c36218a22dd635f59dbb7caf0b94035c4b7a5c2438c57c7639524a096788f41,cd33b6b62da55e1beff711aeb6680cf0b3dace27b415ca603e1ea1f5605d6149,CURRENT_ACCEPTED,Keep the current ProfileHeader. It supersedes the archive copy by replacing raw boolean debug text with the Korean masked-personal-data assurance while retaining the explicit `rawPersonalDataExposed: false` prop contract.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/profile/components/ProfileHeader.tsx apps/mobile/src/features/profile/components/ProfileHeader.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/profile/__tests__/profile.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/profile/components/ProfileMenuCard.tsx,mobile-source,true,true,false,6990c7b9b31e4dd3b8b29226cffca477f54dcc7a68682a52cd0da1c45b4ad5aa,def485205ebc5b60c590b7771b7c5bc6ba8e63ea32ac686db737b2949fcb81aa,CURRENT_ACCEPTED,"Keep the current ProfileMenuCard. It supersedes the archive copy by matching the PDF MY-page row-card menu structure, Korean labels, accessible management buttons, and a visible guard that raw financial data is not shown in MY menus.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/profile/components/ProfileMenuCard.tsx apps/mobile/src/features/profile/components/ProfileMenuCard.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/profile/__tests__/profile.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/profile/components/ProfileStatGrid.tsx,mobile-source,true,true,false,d2037adb11ae176129e47939018aa5ce2993b4f9dfbbc7e3f6254872dfb69c11,1a242b68d013f3824ec4f6325bfa6e823ef18844a2adca6bbb4957bc66879ec0,CURRENT_ACCEPTED,"Keep the current ProfileStatGrid. It supersedes the archive copy by rendering the Korean MY-page stat labels, `18Lv` style level value, normalized self-care score, and server-based performance copy while preserving shared MoneyText and ProgressBar formatting.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/profile/components/ProfileStatGrid.tsx apps/mobile/src/features/profile/components/ProfileStatGrid.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/profile/__tests__/profile.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/plan/__tests__/plan.components.test.tsx,mobile-source,true,true,false,27eedfd57f39d522643cf32119e6d10f716f3393685f3740abb2f73e92f863f8,a3084b20ab6280975958b949b328211fb6dd700ba06c6f906d618832cb9f4068,CURRENT_ACCEPTED,"Keep the current Plan component regression test. It supersedes the archive copy by proving editable section settings, fixed expense CRUD, fixed savings CRUD, daily living plan CRUD, server-authoritative payroll saves, rejected-server-save rollback, budget recalculation before preview sync, and KST month-end payday clamping.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/plan/__tests__/plan.components.test.tsx apps/mobile/src/features/plan/__tests__/plan.components.test.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.launch-readiness.test.tsx --runInBand"
apps/mobile/src/features/plan/__tests__/plan.screen-wiring.test.ts,mobile-source,true,true,false,90426c4a7116d8215103df43cb32e3d1a841872761c2683023fb10ed6281fb1e,b9fdd1209837279c257ac3832127cfe837b06fc29a85bed6cc3e4b5307470509,CURRENT_ACCEPTED,"Keep the current Plan screen wiring test. It supersedes the archive copy by requiring the actual PlanReferenceScreen route boundary plus server-authority, responsive plan, and safe-area guards instead of the older fallback card-only component checks.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/plan/__tests__/plan.screen-wiring.test.ts apps/mobile/src/features/plan/__tests__/plan.screen-wiring.test.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.components.test.tsx --runInBand"
apps/mobile/src/features/plan/components/index.ts,mobile-source,true,true,false,7a90501d50bcbe3088bdca1f2572837c245b01e77793ec38b05c565dfbc765b5,27e59e8e5348dd51d6508d214a83b3c54c9d982a0fb20d038e18543ef1f72a07,CURRENT_ACCEPTED,"Keep the current Plan component barrel. It preserves the archive component exports and additionally exports `PlanReferenceScreen`, which is the current PDF-derived, interactive, server-bound plan implementation used by the route and launch-readiness tests.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/plan/components/index.ts apps/mobile/src/features/plan/components/index.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.components.test.tsx --runInBand"
apps/mobile/src/features/plan/components/PlanActionList.tsx,mobile-source,true,true,false,e6ff5323f1698f509e47ca5b36551776a7e6d012944c273f88e03b83933383c0,d1bd9604830cdd757b716daf30770d2ee14eacd1472cd1ab7b2bf41e226fc003,CURRENT_ACCEPTED,Keep the current PlanActionList. It supersedes the archive copy by replacing an internal debug marker with Korean copy that tells users saved edits are recalculated by the server while preserving explicit edit/add action buttons.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/plan/components/PlanActionList.tsx apps/mobile/src/features/plan/components/PlanActionList.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.screen-wiring.test.ts --runInBand"
apps/mobile/src/features/plan/components/PlanBreakdownSection.tsx,mobile-source,true,true,false,28475286dc3fb15a61081bb9a61e9400d6bef181d481fe1aef8759f48cc9440b,4a54031d41f9a4190b68e367d3f488e525cf6532ef864b198551ff97b0a0c125,CURRENT_ACCEPTED,Keep the current PlanBreakdownSection. It supersedes the archive copy by retaining the same plan breakdown data contract while replacing raw marker text with Korean privacy and no-financial-ad-targeting assurances.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/plan/components/PlanBreakdownSection.tsx apps/mobile/src/features/plan/components/PlanBreakdownSection.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.launch-readiness.test.tsx --runInBand"
apps/mobile/src/features/plan/components/PlanProgressCard.tsx,mobile-source,true,true,false,09f46ede8ede1083fcbdc1a446b3939ebb5bf54551e96d274582eff9ba7f1e7b,7db9c398c47c064096269ce491f14300bea749902e8cdbfbe8d22bff16e1c59d,CURRENT_ACCEPTED,Keep the current PlanProgressCard. It supersedes the archive copy by preserving KRW integer money/progress display and replacing debug guard strings with Korean server-save and sensitive-money advertising separation copy.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/plan/components/PlanProgressCard.tsx apps/mobile/src/features/plan/components/PlanProgressCard.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/plan/__tests__/plan.screen-wiring.test.ts --runInBand"
apps/mobile/src/features/notifications/__tests__/notifications.components.test.tsx,mobile-source,true,true,false,aa347d655b521c5764323eedf21a359b98122c24b1d7c8ecf654ccd740c7834e,01fda71077ae08d3ffea2015d102b84de1e5973ede47660f30f0c7e687ec38bf,CURRENT_ACCEPTED,"Keep the current notification component test. It supersedes the archive copy by asserting Korean privacy copy, rejecting debug marker text, preserving safe deeplink press behavior, and confirming raw push token strings are absent from rendered notification components.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/notifications/__tests__/notifications.components.test.tsx apps/mobile/src/features/notifications/__tests__/notifications.components.test.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.launch-readiness.test.tsx --runInBand"
apps/mobile/src/features/notifications/__tests__/notifications.screen-wiring.test.ts,mobile-source,true,true,false,3d3eda9405c79e1d014225bb58de2c81c13d2a66e906e9e9685ba5ee8bb9cddc,ae1cc09af2a28a7f81f090ee1e0847bd712609469bbd929c7ead6347f92181c7,CURRENT_ACCEPTED,"Keep the current notification screen wiring test. It supersedes the archive copy by guarding the user-provided independent Korean notification stack, no bottom navigation, deep-link route strings, and sensitive financial data component guard.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/notifications/__tests__/notifications.screen-wiring.test.ts apps/mobile/src/features/notifications/__tests__/notifications.screen-wiring.test.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.launch-readiness.test.tsx --runInBand"
apps/mobile/src/features/notifications/components/index.ts,mobile-source,true,true,false,2048565085b61a64a8bb2e53a0821803b358aa94e4207ae126a4685a1ce59fe0,04908a686431e78d3a8152377a2a7c9d164965374d21d9f24335dc38fe55c277,CURRENT_ACCEPTED,Keep the current notification component barrel. It preserves the archive component exports and additionally exports `NotificationReferenceScreen` and its typed href contract used by the current independent notification route.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/notifications/components/index.ts apps/mobile/src/features/notifications/components/index.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.components.test.tsx --runInBand"
apps/mobile/src/features/notifications/components/NotificationList.tsx,mobile-source,true,true,false,94e4c6f307af7c1c7900b411656fbc8b05dcd3d649444374e88dfbe7a0dde268,ca2ca823dc97c4c1f298ad73a055aa08e1b84a6fc43161d3cb98638718463ac3,CURRENT_ACCEPTED,Keep the current NotificationList. It supersedes the archive copy by preserving unread/deeplink row behavior while replacing debug privacy markers with Korean assurances that sensitive financial amounts are not included in notifications and advertising targeting is separated.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/notifications/components/NotificationList.tsx apps/mobile/src/features/notifications/components/NotificationList.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.screen-wiring.test.ts --runInBand"
apps/mobile/src/features/notifications/components/NotificationPreferenceStrip.tsx,mobile-source,true,true,false,d55f40faf01158664c50a35107354c29ecb2add63240fab3aafc61916414ea79,bd6fbae9a6ccf6e40996d237308cfee2354f78b750899e3243a2ae60e0ec238d,CURRENT_ACCEPTED,Keep the current NotificationPreferenceStrip. It supersedes the archive copy with simpler Korean push/marketing state labels and the accessible `모두 읽음` action expected by the current component tests.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/notifications/components/NotificationPreferenceStrip.tsx apps/mobile/src/features/notifications/components/NotificationPreferenceStrip.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.launch-readiness.test.tsx --runInBand"
apps/mobile/src/features/notifications/components/NotificationSummaryCard.tsx,mobile-source,true,true,false,0ed76f74a85dbce96a63c0a931b1e4af61de223e57c1b95fb37d20e0a57accbb,db812a3a1ecd7566443327ac075dfe243a67d2e2545beaeffb996a8ac43987f2,CURRENT_ACCEPTED,"Keep the current NotificationSummaryCard. It supersedes the archive copy by matching the compact Korean summary design, preserving unread/important counts, and replacing the raw push-token debug marker with user-facing no-raw-push-token copy.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/notifications/components/NotificationSummaryCard.tsx apps/mobile/src/features/notifications/components/NotificationSummaryCard.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/notifications/__tests__/notifications.screen-wiring.test.ts --runInBand"
apps/mobile/src/features/level/__tests__/growth.api.test.ts,mobile-source,true,true,false,f578b8f81d0ccf2291d6287cde298dc850eec32a528cd7d1c1d5c3a925d88158,fdf55008ca92bb88ef1e4d05caf938523821212e8b51c24c33c1aca4c0a1131d,CURRENT_ACCEPTED,"Keep the current Growth API test. It supersedes the archive copy with coverage for content completion, idempotency keys, raw financial/personal/push-token non-exposure headers, safe Korean fallback errors, invalid identifier rejection, and sensitive note rejection before network access.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/level/__tests__/growth.api.test.ts apps/mobile/src/features/level/__tests__/growth.api.test.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/growth.api.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/growth.api.test.ts src/features/level/__tests__/level.components.test.tsx src/features/level/__tests__/level.screen-wiring.test.ts src/shared/api/__tests__/level-dashboard-normalization.test.ts --runInBand"
apps/mobile/src/features/level/__tests__/level.components.test.tsx,mobile-source,true,true,false,52fe1fd8aed670692d1464feabce09c3f33c8148b36e16b6a84bbc77b63b437c,ca1eadebddc9e763997f0f7abf5a3865b4e4d30e70b29030b0b10fa87f3f5ae5,CURRENT_ACCEPTED,"Keep the current LV UP component tests. They match the current Korean component labels and XP reward behavior, including current source/action labels and the duplicate-safe reward toast contract.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/level/__tests__/level.components.test.tsx apps/mobile/src/features/level/__tests__/level.components.test.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/level.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/level/__tests__/level.screen-wiring.test.ts,mobile-source,true,true,false,4dfd55bc9efec6f034a572289cf561c20776db75bd6c98e4c5f8e14c72f38782,7cdd9d3fafd432ca46aaccec19f423bda68e5062eaae20825f65f18872aacff3,CURRENT_ACCEPTED,"Keep the current LV UP screen wiring test. It prevents the route from falling back to CleanFintech screens and requires the current feature components, dashboard normalization boundary, and XP reward toast wiring.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/level/__tests__/level.screen-wiring.test.ts apps/mobile/src/features/level/__tests__/level.screen-wiring.test.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/level.screen-wiring.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/growth.api.test.ts src/features/level/__tests__/level.components.test.tsx src/features/level/__tests__/level.screen-wiring.test.ts src/shared/api/__tests__/level-dashboard-normalization.test.ts --runInBand"
apps/mobile/src/features/level/components/LevelHeroCard.tsx,mobile-source,true,true,false,dbf3e9f501c8349eabae69ed0dfc3e090db5fb4a0246f8e94e82b5262f8c1e7b,b843df822b89ddd472bb3c4cc21b3fdd8816c0d4edbf1d6dd9aa390679f319b4,CURRENT_ACCEPTED,"Keep the current LevelHeroCard. It preserves server-based XP summary copy, Korean accessibility labels, total XP formatting, and shared ProgressBar behavior used by the current LV UP reference route.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/level/components/LevelHeroCard.tsx apps/mobile/src/features/level/components/LevelHeroCard.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/level.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/level/components/ReadingContentCard.tsx,mobile-source,true,true,false,e14ed76dde93b0521b7bff9565f54e385fc6c37e187d82f4ff0862a3c5e6f802,9f4b964c6450fb65a3830406ece629fd214fc24cb46c3baece1c8e2fc4644410,CURRENT_ACCEPTED,"Keep the current ReadingContentCard. It preserves source/license/XP policy pills, Korean start/record actions, accessibility labels, and the current content policy boundary.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/level/components/ReadingContentCard.tsx apps/mobile/src/features/level/components/ReadingContentCard.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/level.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/level/components/XpRewardToast.tsx,mobile-source,true,true,false,c399aeb48fa8a900436b4fa4f0b2ff28d5ec86a8456088f694e12c337f1c3b80,0e633f2f606d1ea2297a22868dd20ae2b0b3853a8835348f4d6d627db5d4b88c,CURRENT_ACCEPTED,Keep the current XpRewardToast. It supersedes the archive copy with Korean reward-source labels and a visible duplicate-safe completion guard for one-time XP reflection.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/level/components/XpRewardToast.tsx apps/mobile/src/features/level/components/XpRewardToast.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/level/__tests__/level.components.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/community.constants.ts,mobile-source,true,true,false,8dc6bca89589c9db2de4cc6c10505ff7bbba24aa9ebbfce874a7c0e13154730e,b3d3d052bb811732ab8f3074d798a28a4e5253601a1d757d59c161e6a9329b9e,CURRENT_ACCEPTED,"Keep the current community constants. They preserve the expanded board taxonomy, Korean board labels, tab order, report reasons, and policy limits used by the current API-backed community screens.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/community.constants.ts apps/mobile/src/features/community/community.constants.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/__tests__/community.components.test.tsx,mobile-source,true,true,false,5858799f1578680a80ff8c2d225ea0b05261b401e5e8197ce8d8ccda2113b736,07358408cde9e32eb2955b04fbe1eab3e57aa539bc6775d2a2e26e7676b5716e,CURRENT_ACCEPTED,"Keep the current component tests. They verify readable Korean write-form copy, contextual ad disclosure, moderation blocking, safe publish submission, and like cancellation behavior that are stronger than the archive copy.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/__tests__/community.components.test.tsx apps/mobile/src/features/community/__tests__/community.components.test.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/__tests__/community.feature-components.test.tsx,mobile-source,true,true,false,d4f9914683f6a1dff7a71a911deb938d968aa57e741da40f4f85ead9420692be,2e87fb8e0e9298511ae0fe0e3d40a07b46676bd6e3542e76fe0ea629e028a5d4,CURRENT_ACCEPTED,"Keep the current feature-component tests. They cover board tabs, popular posts, accessible compose bottom sheet behavior, and ad disclosure/privacy boundaries for the current screen components.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/__tests__/community.feature-components.test.tsx apps/mobile/src/features/community/__tests__/community.feature-components.test.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/__tests__/community.screen-wiring.test.ts,mobile-source,true,true,false,17dd8a3ba2cd022ba05ab1228ed33585bcad1e7627ac04c3c5bb8a9376ceea6e,b751830743685ccdeeeee168e19d1110e496a2523ada4f70dce59e2837e5400b,CURRENT_ACCEPTED,Keep the current community screen wiring test. It guards the tab route against the old clean-fintech fallback and verifies the current community feature entrypoint.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/__tests__/community.screen-wiring.test.ts apps/mobile/src/features/community/__tests__/community.screen-wiring.test.ts,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/components/CommunityTabBar.tsx,mobile-source,true,true,false,350235cf8d728429aacf9d796cbbf9dc7212ad43f910b98d834e0f5201c281c3,2b7f9aa9c1e69a940538790d721425f140d48fb929f580f33975882b3f0a35e6,CURRENT_ACCEPTED,"Keep the current CommunityTabBar. It preserves the board-tab radio semantics, selected-state accessibility, and current Korean board labels used by the PDF-aligned community tabs.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/components/CommunityTabBar.tsx apps/mobile/src/features/community/components/CommunityTabBar.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/components/CommunityWriteForm.tsx,mobile-source,true,true,false,d324a3f26d74fa664428896902aaebbef5762b78355f23651c15eb8c697b4c6a,387be8bd6955ce9a94200af899e9880712f741925cc5797ee7f8a63e94323f02,CURRENT_ACCEPTED,"Keep the current CommunityWriteForm. It supports board selection, title/body/tags, anonymous publishing, moderation feedback, preview/submit actions, and privacy-safe Korean guidance.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/components/CommunityWriteForm.tsx apps/mobile/src/features/community/components/CommunityWriteForm.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/components/ComposeBottomSheet.tsx,mobile-source,true,true,false,f30a92506a4afba6687335695ab38c1e8f12d5081160ffdae9f1157f53a1922d,0523684eb3df455cc49055b345ee4b1feb2d961f19ecc631c05be5f6b22b1f3f,CURRENT_ACCEPTED,Keep the current ComposeBottomSheet. It wraps the write form in an accessible modal-like compose surface with close/preview/submit wiring and the current privacy guard copy.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/components/ComposeBottomSheet.tsx apps/mobile/src/features/community/components/ComposeBottomSheet.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/community/components/PopularPostSection.tsx,mobile-source,true,true,false,7b149338cd5e36b9159e6b0a175f93c0a5f08ae08417171964fab43a20f3b0fb,ca8957e0ba3ccd6bf55e93f5d72628e3fe1fcdeb3a8491e55f338d445d186926,CURRENT_ACCEPTED,"Keep the current PopularPostSection. It preserves clickable popular post cards with board, anonymous author, preview, like/comment/bookmark counts, and a no-sensitive-amount display guard.","git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/community/components/PopularPostSection.tsx apps/mobile/src/features/community/components/PopularPostSection.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/features/community/__tests__/community.components.test.tsx src/features/community/__tests__/community.feature-components.test.tsx src/features/community/__tests__/community.screen-wiring.test.ts src/features/community/__tests__/community-detail-routes.screen-wiring.test.ts src/features/community/__tests__/community.write-hook.test.tsx --runInBand,corepack pnpm --filter @salary-hijacking/mobile run typecheck"
apps/mobile/src/features/capture/CapturePreviewScreen.tsx,mobile-source,true,true,false,deedfadaeaefbd0a79609d3073d0b6ce5d296daa3fe04aefb4c08c4604b52ead,927a23b94454e20d0c196ba02d7a73aa3c3016bfcf1f1965176c3e0025d66294,CURRENT_ACCEPTED,Keep the current CapturePreviewScreen. It is a current superset for deterministic mobile visual evidence and includes the reference splash/login/salary/plan/notification/LV/community/profile capture surfaces used by release screenshot automation.,"git diff --no-index --stat .merged-from-salary-hijacking-main/conflicts/apps/mobile/src/features/capture/CapturePreviewScreen.tsx apps/mobile/src/features/capture/CapturePreviewScreen.tsx,corepack pnpm --filter @salary-hijacking/mobile run test -- src/shared/api/__tests__/app-screen-contract.test.ts --runInBand,corepack pnpm --filter @salary-hijacking/mobile run export:web"
