METHOD,PATH,DOMAIN,REQ_ID,AUTH_REQUIRED,ROLE_PERMISSION,OWNERSHIP_RULE,REQUEST_SCHEMA,RESPONSE_SCHEMA,SUCCESS_STATUS,ERROR_CODES,RATE_LIMIT,DB_TABLES,AUDIT_EVENT,CURRENT_IMPLEMENTATION_PATH,CONSUMERS,PHASE_3_STATUS,PHASE_3_EVIDENCE
GET,/api/v1/auth/oauth,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL_EXTERNAL_PROVIDER_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/auth/oauth/callback,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL_EXTERNAL_PROVIDER_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/oauth/callback,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL_EXTERNAL_PROVIDER_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/refresh,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_LOCAL_CONTRACT_STAGING_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/logout,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_LOCAL_CONTRACT,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/logout-all,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL_ALL_SESSION_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/auth/me,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/password-reset,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL_LOCAL_REPLAY_TEST_PASS_DELIVERY_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/password-reset/confirm,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL_LOCAL_REPLAY_TEST_PASS_DELIVERY_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/verify-email,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/verify-email/resend,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/auth/login,AUTH,AUTH-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/auth/mfa/verify,AUTH,AUTH-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/growth/profile,LV,LV-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/growth.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/savings/{goalId}/withdraw,SAV,SAV-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/savings.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/api/v1/users/me,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me/profile,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/api/v1/users/me/profile,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/me/onboarding-complete,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me/summary,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me/my-page-summary,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me/activity,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/me/withdrawal-request,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/me/support-tickets,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_REPOSITORY_CONTRACT_TEST_PASS_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/me/withdraw,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/me/restore,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/me/privacy-export,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me/privacy-exports,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/me/privacy-exports/{exportId},PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/settings,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PUT,/api/v1/users/settings,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/api/v1/users/settings,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/consents,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/consents,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PUT,/api/v1/users/consents,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/api/v1/users/consents,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/privacy/export,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/users/privacy/export,PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/api/v1/users/privacy/export/{exportId},PROF,PROF-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/users.routes.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/privacy,SEC,SEC-PHASE1,NO_PUBLIC_ALLOWLIST,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/app.ts,apps/mobile,PARTIAL_SOURCE_DB_CONTRACT_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/support,PROF,PROF-PHASE1,NO_PUBLIC_ALLOWLIST,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/app.ts,apps/mobile,PARTIAL_REPOSITORY_CONTRACT_TEST_PASS_STAGING_E2E_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
