METHOD,PATH,DOMAIN,REQ_ID,AUTH_REQUIRED,ROLE_PERMISSION,OWNERSHIP_RULE,REQUEST_SCHEMA,RESPONSE_SCHEMA,SUCCESS_STATUS,ERROR_CODES,IDEMPOTENCY_REQUIRED,CONCURRENCY_POLICY,RATE_LIMIT,PAGINATION,DB_TABLES,AUDIT_EVENT,CURRENT_IMPLEMENTATION_PATH,CONSUMERS,STATUS
POST,/api/v1/auth/social-login,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/auth/oauth,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/auth/oauth/callback,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/oauth/callback,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/refresh,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/logout,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/logout-all,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/auth/me,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/password-reset,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/password-reset/confirm,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/verify-email,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/auth/verify-email/resend,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/admin/auth/login,AUTH,AUTH-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/admin,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/admin/auth/mfa/verify,AUTH,AUTH-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/admin,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/community/boards,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/community/posts,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/posts,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/community/posts/{postId},COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
PATCH,/api/v1/community/posts/{postId},COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
DELETE,/api/v1/community/posts/{postId},COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/posts/{postId}/like,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
DELETE,/api/v1/community/posts/{postId}/like,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/comments/{commentId}/like,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
DELETE,/api/v1/community/comments/{commentId}/like,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/bookmarks,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/shares,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/community/posts/{postId}/comments,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/posts/{postId}/comments,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
PATCH,/api/v1/community/comments/{commentId},COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
DELETE,/api/v1/community/comments/{commentId},COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/posts/{postId}/report,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/comments/{commentId}/report,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/community/reports,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,YES,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/community/me/posts,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/community/me/comments,COM,COM-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/community.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/daily-budgets,BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/daily-budgets,BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/daily-budgets/today,BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/daily-budgets/summary,BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/daily-budgets/calendar,BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,CURSOR_DEFAULT_20_MAX_100,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
POST,/api/v1/daily-budgets/recalculate,BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,NO,TRANSACTION_OR_IDEMPOTENCY_OR_OPTIMISTIC_VERSION,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
GET,/api/v1/daily-budgets/date/{budgetDate},BUD,BUD-PHASE1,YES,USER,AUTHENTICATED_USER_EQUALS_OWNER_OR_PRIVILEGED_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,NO,READ_CONSISTENCY,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,N/A,PHASE2_DB_MAPPING_REQUIRED,REQUEST_TRACE_ONLY,services/api/src/routes/daily-budgets.routes.ts,apps/mobile,PASS_CONTRACT_FROZEN_IMPLEMENTATION_VERIFICATION_LATER
