requirementId,namespace,priority,requirement,implementationPath,apiEndpoint,dbTable,calculationRule,unitTest,integrationTest,stagingRuntime,evidence,status
EXP-001,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-002,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-003,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-004,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-005,EXP,P0,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-006,EXP,P0,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-007,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-008,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-009,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-010,EXP,P0,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-011,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
EXP-012,EXP,P1,6.5 지출,services/api/src/routes/fixed-expenses.routes.ts; variable-expenses.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,"/api/v1/fixed-expenses/*,/api/v1/variable-expenses/*","fixed_expenses,variable_expenses",domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-001,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-002,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-003,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-004,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-005,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-006,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-007,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
SAV-008,SAV,P1,6.6 저축,services/api/src/routes/savings.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/savings/*,savings_plans,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
